2738503445,international journal of coal science & technology,2095-8293
2738604745,biology medicine & natural product chemistry,2089-6514
2738871534,transactions on data privacy,1888-5063
2739237361,journal of new technology and materials,2588-2082
2739269979,ethnorema,1826-8803
2739334926,galicia clinica,0304-4866
2739392166,jurnal pengajaran mipa,1412-0917
2739402792,economia aziendale online,2038-5498
2755024531,shanghai journal of stomatology,1006-7248
2764390127,hsmha health reports,0083-1204
2764401919,asian englishes,
2764402259,journal of the korean industrial and engineering chemistry,1225-0112
2764411549,applied linguistics review,1868-6303
2764416981,multimedia information & technology,1466-190X
2764444530,journal of agriculture and sustainability,
2764446835,anti corruption and integrity culture studies,
2764479283,journal of qinghai junior teachers college,
2764484243,journal of clinical acupuncture and moxibustion,
2764491951,highways and transportation,0265-6868
2764492969,adult learning,1045-1595
2764500344,critical research on religion,2050-3032
2764504705,adarsh journal of management research,0974-7028
2764509304,politics groups and identities,
2764511982,beads journal of the society of bead researchers,0843-5499
2764518032,journal of clinical & translational endocrinology,2214-6237
2764532247,heilongjiang research on higher education,
2764545446,journal of jiangnan university,1671-7147
2764550399,chinese journal of clinical healthcare,1672-6790
2764552574,he puna korero journal of maori and pacific development,
2764563819,hydraulics and hydrology in the small computer age,
2764567431,malaysian orthopaedic journal,1985-2533
2764568482,annals of paediatric rheumatology,
2764574632,subtropical agriculture research,1673-0925
2764577443,insulators and surge arresters,
2764583119,the psychological monographs,0096-9753
2764588325,journal of practical traditional chinese internal medicine,
2764590445,journal of clinical and experimental cardiology,2155-9880
2764591829,the international journal of the humanities annual review,1447-9508
2764594977,european journal of management,1555-4015
2764615802,cosmos and history the journal of natural and social philosophy,1832-9101
2764619794,families in society the journal of contemporary social services,1044-3894
2764624701,european journal of probation,2066-2203
2764628972,montana law review,0026-9972
2764631705,the egyptian journal of medical microbiology,1110-2179
2764639447,science reports of niigata university,
2764640192,agricultural law digest,1051-2780
2764672021,analytic teaching,0890-5118
2764709034,central china normal university journal of postgraduates,
2764709138,journal of research of the national bureau of standards section b mathematics and mathematical physics,
2764722602,computer assisted mechanics and engineering sciences,1232-308X
2764722807,journal of chemical industry of forest products,
2764734226,journal of the nacaa,2158-9429
2764744994,turkish journal of sport and exercise,
2764754325,psychological test and assessment modeling,
2764759293,glottodidactica an international journal of applied linguistics,0072-4769
2764776099,new york state bar association journal,
2764776185,science and technology innovation herald,
2764777885,journal of structural engineering b,0910-8033
2764782914,electronic journal of polish agricultural universities series horticulture,
2764799139,journal for special educators,
2764801770,archive for the psychology of religion,0084-6724
2764816348,scientific bulletin of unfu,2519-2477
2764820990,indonesian journal of urology,2355-1402
2764824934,wwt publications,
2764827723,education and training in autism and developmental disabilities,2154-1647
2764848467,journal of the human and social science researches,2147-1185
2764857279,african research & documentation,0305-862X
2764865126,international journal of social sciences,
2764870389,journal of theoretical and applied information technology,1817-3195
2764877496,journal of bone and joint surgery series a,
2764901245,euphrates journal of agriculture science,3875-2072
2764905065,journal of anyang teachers college,
2764910057,current research in medicine,2524-2199
2764912440,coal and chemical industry,
2764918294,international journal of ecosystem,2165-8889
2764920827,bulletin physiology and pathology of respiration,
2764925572,brazilian dental science,2178-6011
2764927254,synthesiology english edition,1883-0978
2764939010,isprs international archives of the photogrammetry remote sensing and spatial information sciences,
2764942560,chinese journal of oil crop sciences,1007-9084
2764948946,european mosquito bulletin,1460-6127
2764955092,transbaikal state university journal,
2764961624,chinese journal of laparoscopic surgery,
2764971322,american city and county,0149-337X
2764993625,khartoum medical journal,1858-5345
2765004389,electrical world,0013-4457
2765012288,british journal of applied science and technology,2231-0843
2765023993,research in rural education,
2765033345,journal of oil and gas technology,
2765033818,maize sciences,
2765052513,shanghai journal of acupuncture and moxibustion,1005-0957
2765057997,american intra ocular implant society journal,0146-2776
2765061403,marine science bulletin,1000-9620
2765061461,wireless internet technology,
2765063436,annals of data science,2198-5804
2765074331,kerala journal of orthopaedics,2249-233X
2765075904,international journal of social sciences and humanities review,2276-8645
2898247517,revue des maladies respiratoires actualites,1877-1203
2898305168,revista de logopedia foniatria y audiologia,0214-4603
2898414600,ampersand,2215-0390
733369,basic and applied ecology,1439-1791
1234856,the journal of high technology management research,1047-8310
3210172,science of sintering,0350-820X
5348427,le naturaliste canadien,0028-0798
5405043,harrington lesbian literary quarterly,1556-9225
10689036,journal of criminal justice education,1051-1253
12744300,perspecta,0079-0958
18360026,parallel processing letters,0129-6264
21136645,discourse studies in the cultural politics of education,
21663492,international journal of business performance and supply chain modelling,1758-9401
27657429,journal of sports traumatology and related research,1120-3137
35664357,bragantia,0006-8705
38828857,chicago journal of international law,1529-0816
39323713,jerusalem studies in arabic and islam,0334-4118
39341278,turkish online journal of educational technology,2146-7242
40476008,french politics,1476-3419
44535979,applicable algebra in engineering communication and computing,0938-1279
44671081,die makromolekulare chemie theory and simulations,
45670615,germanic review,0016-8890
49645005,journal of the royal society of medicine,0141-0768
60605308,immigration and nationality law review,
63494468,journal of the american leather chemists association,0002-9726
65478581,systematic biology,1063-5157
67438647,advances in botanical research,0065-2296
69248470,journal of the royal society of new zealand,0303-6758
70403827,fitness & performance journal,1519-9088
73335274,journal of the historical society,1529-921X
75434068,international journal of technological learning innovation and development,1753-1942
78069630,critical reviews in toxicology,1040-8444
81140365,ieee transactions on circuits and systems ii analog and digital signal processing,1057-7130
83838860,names a journal of onomastics,0027-7738
85888571,critical reviews in plant sciences,0735-2689
87719511,regulatory toxicology and pharmacology,0273-2300
89312022,altorientalische forschungen,0232-8461
99545789,new zealand journal of zoology,0301-4223
100249970,gender & history,0953-5233
101670510,international journal of emerging technologies in learning,1863-0383
103552787,journal of blacks in higher education,1077-3711
105817222,relations internationales,0335-2013
107923245,computing in science and engineering,1521-9615
109955562,international journal of franchising and distribution law,
114295916,silva fennica,0037-5330
116608325,journal of general internal medicine,0884-8734
118610483,nippon ika daigaku zasshi,0048-0444
119152903,seminars in respiratory infections,0882-0546
120541213,international journal of health services,0020-7314
123166236,sociology of health and illness,0141-9889
128470386,zygon,0591-2385
136111043,its journal,1024-8072
142156365,journal of the society for gynecologic investigation,1071-5576
142168605,crystallography reviews,0889-311X
147774598,journal of cystic fibrosis,1569-1993
